"Store Name","Street Address","Borough","Zip 
Code","Year Awarded","Program 
Wave","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"C & C Brothers of NY","59 East 167th Street","Bronx","10452","2023","10","40.835507","-73.920612","204","16","2,003,016","2,024,890,071","197","BX0401"
"Deli Mini Market Corp","1472 Inwood Avenue","Bronx","10452","2023","10","40.842095","-73.917782","204","16","2,008,313","2,028,580,001","219","BX0403"
"Daylan Deli Corp","100 West 168th Street","Bronx","10452","2023","10","40.838274","-73.924313","204","16","2,003,290","2,025,150,025","199","BX0402"
"Eddie's Place African Market INC.","5 East 167th Street","Bronx","10452","2023","10","40.836013","-73.922075","204","16","2,003,005","2,024,890,001","197","BX0401"
"Emporium Supermarket Corp","148 East 170th Street","Bronx","10452","2023","10","40.839055","-73.914663","204","16","2,008,086","2,028,420,055","22102","BX0403"
"Fredarlet Deli Grocery Corp","1575 Walton Avenue","Bronx","10452","2023","10","40.843196","-73.91336","204","16","2,008,126","2,028,450,040","209","BX0403"
"La Mexicana Fruit and Grocery Corp","1322 Jerome Avenue","Bronx","10452","2023","10","40.838534","-73.918895","204","16","2,008,044","2,028,400,001","22101","BX0403"
"Lay Deli Grocery INC","125 West 165 Street","Bronx","10452","2023","10","40.834307","-73.928173","204","16","2,003,263","2,025,140,036","193","BX0402"
"Leudy Deli Grocery Corp","1310 Jerome Avenue","Bronx","10452","2023","10","40.838303","-73.919091","204","16","2,008,025","2,028,390,005","22101","BX0403"
"L S Grocery Deli Inc.","1388 Jesup Avenue","Bronx","10452","2023","10","40.840915","-73.920978","204","16","2,008,657","2,028,720,050","21302","BX0403"
"Los Primos Mini Market Inc.","1050 Woodycrest Avenue","Bronx","10452","2023","10","40.833563","-73.927267","204","16","2,003,140","2,025,080,022","189","BX0402"
"Miandav Food Corp","1187 Jerome Avenue","Bronx","10452","2023","10","40.835731","-73.922964","204","16","2,003,073","2,025,060,001","199","BX0402"
"New Kuku's Market Corp","111 East 167th Street","Bronx","10452","2023","10","40.834957","-73.918994","204","16","2,002,850","2,024,650,001","197","BX0401"
"Pascual Jorge","951 Odgen Avenue","Bronx","10452","2023","10",,,,,,,,
"Richard's Deli Grocery & Mex Product","1356 Jerome Avenue","Bronx","10452","2023","10","40.839272","-73.918371","204","16","2,092,055","2,028,410,001","22101","BX0403"
"San Jose Mini Market Corp","1055 Walton Avenue","Bronx","10452","2023","10","40.831564","-73.921538","204","16","2,002,953","2,024,780,064","195","BX0401"
"Shakespeare Deli and Grocery Inc.","1174 Shakespeare Avenue","Bronx","10452","2023","10","40.835981","-73.923438","204","16","2,003,074","2,025,060,005","199","BX0402"
"West 170st Deli Grocery Corp","1346 Edward L Grant Highway","Bronx","10452","2023","10","40.840531","-73.921604","204","16","2,101,691","2,028,720,040","21302","BX0403"
"Wanda RP Corp","104 Elliot Place","Bronx","10452","2023","10","40.838847","-73.916185","204","16","2,008,061","2,028,410,045","22102","BX0403"
"JLT 156 Food Corp (Bravo)","156 West 170th Street","Bronx","10452","2023","10","40.841408","-73.92466","204","16","2,103,169","2,025,220,020","211","BX0402"
"La Dura Food Corp","73 Featherbed Lane","Bronx","10452","2023","10","40.846355","-73.917433","205","14","2,008,807","2,028,760,035","21502","BX0501"
"La Milagrosa","1052 Gerard Avenue","Bronx","10452","2023","10","40.831869","-73.922365","204","16","2,002,943","2,024,780,001","195","BX0401"
"Nicky Deli","1147 River Avenue","Bronx","10452","2023","10","40.834399","-73.922088","204","16","2,003,029","2,024,960,081","197","BX0401"
"711 Food Mart & Deli Corp","711 Knickerbocker Avenue","Brooklyn","11221","2023","10","40.694203","-73.910236","304","37","3,078,035","3,033,920,010","437","BK0402"
"Mini Market","716 Knickerbocker Avenue","Brooklyn","11221","2023","10","40.694189","-73.91025","304","37","3,077,994","3,033,910,028","437","BK0402"
"Woodbine Natural Deli Inc","279 Woodbine Avenue","Brooklyn","11221","2023","10",,,,,,,,
"Your Deal Food Corp","472 Wilson Avenue","Brooklyn","11221","2023","10","40.692843","-73.911925","304","37","3,077,601","3,033,830,041","415","BK0402"
"Linden & Wilson Corp","338 Wilson Avenue","Brooklyn","11221","2023","10","40.695765","-73.917053","304","37","3,076,293","3,033,330,031","417","BK0402"
"King Central Deli Inc","468 Central Avenue","Brooklyn","11221","2023","10","40.692222","-73.914876","304","37","3,077,032","3,033,680,040","415","BK0402"
"Banderas Food Corp","388 Central Avenue","Brooklyn","11221","2023","10","40.693973","-73.917946","304","37","3,076,272","3,033,320,040","417","BK0402"
"La Cana Food Corp","346 central Avenue","Brooklyn","11221","2023","10","40.694987","-73.919737","304","37","3,075,894","3,033,140,046","419","BK0402"
"Ranchadero Food Corp","543 Evergreen Avenue","Brooklyn","11221","2023","10","40.689908","-73.914807","304","37","3,077,530","3,033,820,001","415","BK0402"
"Far Deli Corp","560 Greene Avenue","Brooklyn","11221","2023","10","40.688729","-73.948238","303","36","3,050,417","3,017,980,040","251","BK0301"
"El Aguila Mini Market Corp","1192 Gates Avenue","Brooklyn","11221","2023","10","40.691959","-73.919629","304","37","3,076,428","3,033,400,017","399","BK0402"
"Laziza Deli & Grocery Corp","418 Evergreen Avenue","Brooklyn","11221","2023","10","40.693084","-73.921871","304","37","3,338,488","3,033,130,009","395","BK0402"
"Gm Bani Deli Grocery Corp","311 Evergreen Avenue","Brooklyn","11221","2023","10","40.694499","-73.924354","304","37","3,074,680","3,032,750,001","421","BK0401"
"291 Dicayagua Grocery Inc","291 Evergreen","Brooklyn","11221","2023","10",,,,,,,,
"Salt & Pepper Deli & Grill Llc","854 Bushwick Avenue","Brooklyn","11221","2023","10","40.694154","-73.926525","304","34","3,074,020","3,032,520,035","393","BK0401"
"Kev & J Grocery Inc","1195 Bushwick Avenue","Brooklyn","11221","2023","10","40.688433","-73.916251","304","37","3,077,479","3,033,810,001","399","BK0402"
"Prince Broadway Deli Corp","1432 Broadway","Brooklyn","11221","2023","10","40.688141","-73.919706","303","41","3,039,723","3,014,840,014","375","BK0302"
"Howard Natural Food Corp","8 Howard Avenue","Brooklyn","11221","2023","10","40.688516","-73.921126","303","41","3,346,554","3,014,810,039","375","BK0302"
"1291 Food Corp","1291 Broadway","Brooklyn","11221","2023","10","40.69081","-73.924333","304","37","3,326,377","3,032,930,029","395","BK0402"
"Tasty Gourmet And Deli Corp","1060 Greene Avenue","Brooklyn","11221","2023","10","40.691354","-73.925396","303","41","3,044,197","3,016,230,036","387","BK0302"
"1165 Fresh Produce Corp","1165 Broadway","Brooklyn","11221","2023","10","40.692953","-73.928106","304","34","3,387,789","3,032,520,003","393","BK0401"
"Best Deli And Grocery","671 Bushwick Avenue","Brooklyn","11221","2023","10","40.697504","-73.932591","304","34","3,072,437","3,031,830,003","391","BK0401"
"1305 Myrtle Llc","1305 Myrtle Llc","Brooklyn","11221","2023","10",,,,,,,,
"Sunrise Deli & Grill Corp","214 Central Avenue","Brooklyn","11221","2023","10","40.697996","-73.924999","304","34","3,073,771","3,032,430,042","421","BK0401"
"Jessica Deli Grocery Corp","418 Jefferson Avenue","Brooklyn","11221","2023","10","40.684342","-73.940778","303","36","3,052,490","3,018,360,007","275","BK0302"
"Inlet Market Corp","416 Monroe Street","Brooklyn","11221","2023","10","40.686439","-73.942063","303","36","3,051,504","3,018,200,043","265","BK0301"
"Healthy Organic Market Inc","370 Throop Avenue","Brooklyn","11221","2023","10","40.691515","-73.94265","303","36","3,049,832","3,017,860,035","261","BK0301"
"Cee Food Corp","844 Dekalb Avenue","Brooklyn","11221","2023","10","40.692423","-73.942155","303","36","3,049,690","3,017,820,010","281","BK0302"
"Prestige Gourmet Deli Corp","362  Marcus Garvey","Brooklyn","11221","2023","10",,,,,,,,
"G-O Deli Ortiz  Guarionex","268 Marcus Garvey","Brooklyn","11221","2023","10",,,,,,,,
"One Stop Deli & More","732 Marcus Garvey","Brooklyn","11221","2023","10",,,,,,,,
"Pastrami Deli & Grocery Corp","902 Dekalb Avenue","Brooklyn","11221","2023","10","40.692702","-73.939736","303","36","3,043,205","3,016,010,002","281","BK0302"
"Liam Deli Grocery Ny Corp","892 Dekalb Avenue","Brooklyn","11221","2023","10","40.692601","-73.940623","303","36","3,049,699","3,017,820,035","281","BK0302"
"Awgarey Abdullah’s+A71:A94+A71:A94","567 Jefferson Avenue","Brooklyn","11221","2023","10","40.685022","-73.935008","303","36","3,045,460","3,016,500,076","295","BK0302"
"Novatos Grocery Corp","228 Lewis Avenue","Brooklyn","11221","2023","10","40.688734","-73.936205","303","36","3,044,235","3,016,240,050","279","BK0302"
"Ameer Gourmet Deli Corp","209 Lewis Avenue","Brooklyn","11221","2023","10","40.689288","-73.935996","303","36","3,044,269","3,016,250,010","291","BK0302"
"Kings Gourmet Deli Inc","144 Lewis Avenue","Brooklyn","11221","2023","10","40.692028","-73.936866","303","36","3,043,347","3,016,050,039","281","BK0302"
"Stuyvesant Deli Grocery Corp","59 Stuyvesant Avenue","Brooklyn","11221","2023","10","40.693937","-73.934232","303","36","3,043,164","3,015,990,008","289","BK0302"
"Greene Market Inc","137 Stuyvesant  Avenue","Brooklyn","11221","2023","10","40.690538","-73.933553","303","36","3,043,852","3,016,160,097","291","BK0302"
"Lewis Deli & Grocery Corp","334 Lewis Avenue","Brooklyn","11221","2023","10","40.684342","-73.935333","303","36","3,045,693","3,016,540,042","275","BK0302"
"Good Times Deli & Grocery Corp","857 Greene Avenue","Brooklyn","11221","2023","10","40.690385","-73.933983","303","36","3,043,787","3,016,150,046","291","BK0302"
"Jazlynn Deli Grocery Corp","222 Stuyvesant Avenue","Brooklyn","11221","2023","10","40.687387","-73.932947","303","36","3,337,987","3,016,400,044","293","BK0302"
"Mechy Food Store Corp","895 Gates Avenue","Brooklyn","11221","2023","10","40.688623","-73.929744","303","36","3,044,572","3,016,320,079","387","BK0302"
"Green Deli Mart Inc","33 Patchen Avenue","Brooklyn","11221","2023","10","40.691322","-73.927725","303","41","3,043,927","3,016,180,001","387","BK0302"
"Patchen Deli Grocery Corp","156 Patchen Avenue","Brooklyn","11221","2023","10","40.686134","-73.926718","303","36","3,045,562","3,016,520,045","385","BK0302"
"Patchen Gourmet Grill Corp","139 Patchen Avenue","Brooklyn","11221","2023","10","40.686815","-73.926829","303","41","3,045,312","3,016,480,001","385","BK0302"
"107 Ralph Avenue Corp","107 Ralph Avenue","Brooklyn","11221","2023","10","40.686456","-73.923407","303","41","3,039,804","3,014,850,076","375","BK0302"
"NYC Deli Food Corp","87 Ralph Avenue","Brooklyn","11221","2023","10","40.687189","-73.923554","303","41","3,039,677","3,014,830,001","375","BK0302"
"World Health Juice Bar Deli 2 Corp","48 Ralph Avenue","Brooklyn","11221","2023","10","40.688649","-73.923866","303","41","3,044,731","3,016,380,051","385","BK0302"
"Gutierrez Grocery Corp","545 Kickerbocker Avenue","Brooklyn","11221","2023","10",,,,,,,,
"960 Summer Deli Grocery Corp","960 Dekalb Avenue","Brooklyn","11221","2023","10","40.693024","-73.936962","303","36","3,043,241","3,016,020,008","289","BK0302"
"200 Malcolm X Meat Corp","200 Malcolm X BLVD","Brooklyn","11221","2023","10","40.686578","-73.9298","303","36","3,045,219","3,016,460,043","293","BK0302"
"Piggy  Meat Corp","301 Marcus Garvey BLVD","Brooklyn","11221","2023","10","40.687193","-73.938868","303","36","3,325,019","3,016,340,001","277","BK0302"
"Natural And Organic Deli Corp","1203 Myrtle Avenue","Brooklyn","11221","2023","10","40.697358","-73.931971","304","34","3,072,462","3,031,830,084","391","BK0401"
"Keita West African Market Inc","1225 Broadway","Brooklyn","11221","2023","10","40.691837","-73.926142","304","37","3,074,943","3,032,830,008","395","BK0402"
"Organic Fresh Market Corps","1440 Broadway","Brooklyn","11221","2023","10","40.688051","-73.919544","303","41","3,039,726","3,014,840,015","375","BK0302"
"City Star Deli Corp","1104 Bushwick","Brooklyn","11221","2023","10",,,,,,,,
"Z&J NY ENTERPRISES CORP","111 West 110TH St","Manhattan","10026","2024","11","40.7988122","-73.952602",,,,,,
"GRILL 24 GOURMET DELI CORP","255 West 116TH St","Manhattan","10026","2024","11","40.8043867","-73.9547248",,,,,,
"WEST HARLEM GROCERY CORP","283 West 115TH St","Manhattan","10026","2024","11","40.8036988","-73.9554956",,,,,,
"9-11 DELI CORP.","9-11 West 110TH St","Manhattan","10026","2024","11","40.8008231","-73.958678",,,,,,
"NO 1 IN & OUT DELI GROCERY INC","1958 Adam Clayton Powell Blvd","Manhattan","10026","2024","11","40.8044438","-73.9519624",,,,,,
"FREDS MUNCHIES INC","2070 Frederick Douglass Blvd","Manhattan","10026","2024","11","40.8018884","-73.956978",,,,,,
"ADJA KHADY FOOD DISTRIBUTORS INC","251 West 116 St","Manhattan","10026","2024","11","40.8074124","-73.9624361",,,,,,
"CENTRAL PARK NORTH MEAT LLC","37 Lenox Ave","Manhattan","10026","2024","11","40.799394","-73.951705",,,,,,
"117 CORONA MEAT CORP","136 Lennox","Manhattan","10026","2024","11","40.8023623","-73.9490662",,,,,,
"N&M GOURMET DELI INC","60th ST Nicholas Ave","Manhattan","10026","2024","11","40.8019","-73.9531",,,,,,
"JOES GROCERY CORP","168 Lenox","Manhattan","10026","2024","11","40.803604","-73.948406",,,,,,
"EDWIN FOOD CORP","2 W 111TH St","Manhattan","10026","2024","11","40.7975648","-73.9492703",,,,,,
"BHAKTI 2154 INC","2154 8TH Ave","Manhattan","10026","2024","11","40.804578","-73.954943",,,,,,
"182 Willis Deli & Grocery Corp","182 Willis Ave","Bronx","10454","2024","11","40.8076279","-73.9237151",,,,,,
"217 Baitoa Deli Grocery Corp","217 Saint Anns Ave","Bronx","10454","2024","11","40.806524","-73.917985",,,,,,
"2690 Grocery Corp","2690 3rd Ave","Bronx","10454","2024","11","40.8133075","-73.9223427",,,,,,
"Brook Meat & Produce Corp (Shop Fair)","228 Brook Ave","Bronx","10454","2024","11","40.8072868","-73.9192977",,,,,,
"Brook Mi Pueblo Mexican Deli Corp","245 Brook Ave","Bronx","10454","2024","11","40.808125","-73.919062",,,,,,
"Cofaci Foods Inc. (Borinquen)","436 Brook Ave","Bronx","10454","2024","11","40.811737","-73.916675",,,,,,
"Don Jose Mexican Grocery Inc.","216 Saint Anns Ave","Bronx","10454","2024","11","40.806324","-73.917517",,,,,,
"Fruits Vegs & Meat Corp (Pioneer)","256 Saint Anns Ave","Bronx","10454","2024","11","40.807204","-73.916968",,,,,,
"Good Times Deli Corp","131 Alexander Ave","Bronx","10454","2024","11","40.8072483","-73.9273176",,,,,,
"Guerrero Suriel Walter","595 East 141st St","Bronx","10454","2024","11","40.8082684","-73.9146124",,,,,,
"La Charrita Deli Grocery Corp","416 Willis Ave","Bronx","10454","2024","11","40.813231","-73.9196382",,,,,,
"La Tienda Deli Grocery & Bakery C","502 East 138th St","Bronx","10454","2024","11","40.8074406","-73.9196677",,,,,,
"Lili Deli Grocery & Meat Market I","486 East 138th St","Bronx","10454","2024","11","40.8078287","-73.9202595",,,,,,
"Lucky Deli and Meat Corp","523 East 137th St","Bronx","10454","2024","11","40.8068583","-73.9190588",,,,,,
"Makey Deli Grocery #1 Inc.","2704 3rd Ave","Bronx","10454","2024","11","40.8135793","-73.92207",,,,,,
"Manuel Deli Grocery Corp","625 East 137th St","Bronx","10454","2024","11","40.8054488","-73.9160472",,,,,,
"Raymond Deli & Grocery Corp","297 Brook Ave","Bronx","10454","2024","11","40.8090972","-73.9185003",,,,,,
"St. Ann�s Meat Corp (Shop Fair)","345 Saint Anns Ave","Bronx","10454","2024","11","40.809498","-73.916166",,,,,,
"Tello Grocery Corp","353 East 138th St","Bronx","10454","2024","11","40.8097962","-73.9240942",,,,,,
"Will Grocery & Meat INC (Pioneer)","250 Willis Ave","Bronx","10454","2024","11","40.8093076","-73.9225099",,,,,,
"Yun Sung Han","349 East 138th St","Bronx","10454","2024","11","40.8099378","-73.924223",,,,,,
